urn|authority_name|canonical_id|mads_file|alt_ids|related_works|urn_status|redirect_to|created_by|edited_by|
urn:cite:perseus:primauth.705.1|"Heraclides Ponticus ca. 390-310 B.C"|tlg1409|"PrimaryAuthors/H/Heraclides%20Ponticus/n98-86562.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.706.1|"Heraclides Ponticus, the Younger"|tlg0283|"PrimaryAuthors/H/Heraclides%20Ponticus%20the%20Younger/nr94-036792.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.707.1|"Heraclides Sinopensis 1. Jh. v. Chr./1. Jh. n. Chr"|tlg1410|"PrimaryAuthors/H/Heraclides%20Sinopensis/viaf76706174.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.708.1|"Heraclides Tarsensis 2. Jh. v. Chr"|tlg1954|"PrimaryAuthors/H/Heraclides%20Tarsensis/HeraclidesTarsensis.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.709.1|"Heraclides of Cyme"|tlg1406|"PrimaryAuthors/H/Heraclides%20of%20Cyme/n2001039881.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.710.1|"Heraclitus 1st cent"|tlg1414|"PrimaryAuthors/H/Heraclitus%2C%20A.D.%201/no00-10470.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.711.1|"Heraclitus Halicarnassensis ca. 3. Jh. v. Chr"|tlg1415|"PrimaryAuthors/H/Heraclitus%20Halicarnassensis/viaf42230362.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.712.1|"Heraclitus of Ephesus"|tlg1411|"PrimaryAuthors/H/Heraclitus%20of%20Ephesus/n78095675.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.713.1|"Heraclitus"|tlg1784|"PrimaryAuthors/H/Heraclitus%20Comicus/HeraclitusComicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.714.1|"Herillus Carthaginiensis 3. Jh. v. Chr"|tlg2169|"PrimaryAuthors/H/Herillus/herillus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.715.1|"Hermesianax of Colophon"|tlg0213|"PrimaryAuthors/H/Hermesianax%20of%20Colophon/n99-41141.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.716.1|"Hermias Curiensis 3. Jh. v. Chr"|tlg1420|"PrimaryAuthors/H/Hermias%20Curiensus%20/HermiasCuriensus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.717.1|"Hermias Methymnaeus 4. Jh. v. Chr"|tlg2384|"PrimaryAuthors/H/Hermias%20Methmynaeus/viaf24990480.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.718.1|"Hermippus Comicus um 436/435 v. Chr"|tlg0252|"PrimaryAuthors/H/Hermippus/hermippus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.719.1|"Hermippus of Smyrna active 200 B.C"|tlg1421|"PrimaryAuthors/H/Hermippus%20of%20Smyrna/n88633827.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.720.1|"Hermocles Cyzicenus um 307 v. Chr"|tlg0207|"PrimaryAuthors/H/Hermocles%20/HermoclesLyricus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.721.1|"Hermocreon Epigrammaticus Person der Antike"|tlg1422|"PrimaryAuthors/H/Hermocreon/viaf39766840.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.722.1|"Hermodorus Epigrammaticus Person der Antike"|tlg1423|"PrimaryAuthors/H/Hermodorus/viaf64395682.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.723.1|"Hermolochus Lyricus ca. 4. Jh. v. Chr"|tlg0240|"PrimaryAuthors/H/Hermolochus/hermolochus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.724.1|"Hero of Alexandria"|tlg0559|"PrimaryAuthors/H/Hero%2C%20of%20Alexandria/n81-55336.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.725.1|"Herodas"|tlg0650|"PrimaryAuthors/H/Herodas/n79-105659.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.726.1|"Herodicus of Babylon"|tlg2625|"PrimaryAuthors/H/Herodicus/n79-5706.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.727.1|"Herodorus Heracleensis um 400 v. Chr"|tlg1427|"PrimaryAuthors/H/Herodorus%20/viaf47152910.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.728.1|"Herodotus"|tlg0016|"PrimaryAuthors/H/Herodotus/n79-86888.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.729.1|"Hesiod"|tlg0020|"PrimaryAuthors/H/Hesiod/n50062731.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.730.1|"Hesychius of Miletus"|tlg2274|"PrimaryAuthors/H/Hesychius%20of%20MIletus/n87899441.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.731.1|"Héloïse 1101-1164"|stoa0147|"PrimaryAuthors/H/Heloise/n50-81967.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.732.1|"Hierocles the Stoic 2nd cent"|tlg1429|"PrimaryAuthors/H/Hierocles%2C%20the%20Stoic%2C%202nd%20cent./n2009044984.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.733.1|"Hieronymus of Cardia"|tlg1953|"PrimaryAuthors/H/Hieronymus%20of%20Cardia/n83214412.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.734.1|"Hilary Saint, Archbishop of Arles 401-449"|phi2434|"PrimaryAuthors/H/Hilarius%20Arelatensis/no90-11476.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.735.1|"Hipparchus Comicus 3./2. Jh. v. Chr"|tlg0468|"PrimaryAuthors/H/Hipparchus%20Comicus/hipparchus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.736.1|"Hipparchus Filius Pisistrati 6. Jh. v. Chr"|tlg1433|"PrimaryAuthors/H/Hipparchus%2C%20Filius%20Pisistrati/viaf76706212.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.737.1|"Hipparchus fl. 190-127 B.C"|tlg1431|"PrimaryAuthors/H/Hipparchus%2C%20fl.%20190-127%20B.C./no91008369.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.738.1|"Hippias of Elis 5th cent. B.C"|tlg1434|"PrimaryAuthors/H/Hippias%20of%20Elis/n88070221.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.739.1|"Hippocrates"|tlg0627|"PrimaryAuthors/H/Hippocrates/n79-5643.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.740.1|"Hippon 5th cent. B.C"|tlg1437|"PrimaryAuthors/H/Hippon%2C%205th%20cent.%20B.C/no2001-45225.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.741.1|"Hipponax fl. 540-537 B.C"|tlg0233|"PrimaryAuthors/H/Hipponax/n84-58405.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.742.1|"Hippothoon Tragicus Person der Antike"|tlg0351|"PrimaryAuthors/H/Hippothoon/Hippothoon.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.743.1|"Hippys Rheginus 5./4. Jh. v. Chr"|tlg1438|"PrimaryAuthors/H/Hippys%20Rheginus/viaf49614096.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.744.1|"Hirtius, Aulus"|phi0530|"PrimaryAuthors/H/Hirtius%2C%20Aulus/n84-134395.xml.mads.xml"|"stoa0150"|""|published||feed_aggregator|
urn:cite:perseus:primauth.745.1|"Homer"|tlg0012|"PrimaryAuthors/H/Homer/n78-95639.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.746.1|"Homerus"||"PrimaryAuthors/H/Homeric%20Hymns/n82-234462.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.747.1|"Honestus Epigrammaticus 1. Jh. v. Chr./1. Jh. n. Chr"|tlg1440|"PrimaryAuthors/H/Honestus/honestus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.748.1|"Horace"|phi0893|"PrimaryAuthors/H/Horace/n79-81354.xml.mads.xml"|"stoa0152"|""|published||feed_aggregator|
urn:cite:perseus:primauth.749.1|"Hortensius Hortalus, Q. (Quintus)"|phi0532|"PrimaryAuthors/H/Hortensius%20Hortalus/nr95-16310.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.750.1|"Hosidius Geta"|stoa0152a|"PrimaryAuthors/H/Hosidius%20Geta/n82-29236.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.751.1|"Hostius"|phi0079|"PrimaryAuthors/H/Hostius/nr95-21121.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.752.1|"Hrotsvitha ca. 935-ca. 975"|stoa0152b|"PrimaryAuthors/H/Hrotsvitha/n79-122347.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.753.1|"Hybrias Cretensis 7./6. Jh. v. Chr"|tlg0296|"PrimaryAuthors/H/Hybrias/Hybrias.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.754.1|"Hyginus Gromaticus"|phi1266|"PrimaryAuthors/H/Hyginus%2C%20Gromaticus/n87-820217.mads.xml"|"stoa0156"|""|published||feed_aggregator|
urn:cite:perseus:primauth.755.1|"Hyginus, C. Julius"|phi1263|"PrimaryAuthors/H/Hyginus%2C%20C.%20Julius/n84-175578.xml.mads.xml"|"phi0533,phi0899,stoa0155"|""|published||feed_aggregator|
urn:cite:perseus:primauth.756.1|"Hyperides"|tlg0030|"PrimaryAuthors/H/Hyperides/n80-116994.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.757.1|"Hypsicles of Alexandria"|tlg0717|"PrimaryAuthors/H/Hypsicles/nr96-16542.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.758.1|"Iamblichus ca. 250-ca. 330"|tlg2023|"PrimaryAuthors/I-K/Iamblichus%2C%20ca.%20250-ca.330/viaf12310254.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.759.1|"Iamblichus fl. ca. 160-180"|tlg1441|"PrimaryAuthors/I-K/Iamblichus/n88-29479.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.760.1|"Ibycus 6th cent. B.C"|tlg0293|"PrimaryAuthors/I-K/Ibycus/n90-702411.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.761.1|"Idomeneus Lampsacenus 4./3. Jh. v. Chr"|tlg1442|"PrimaryAuthors/I-K/Idomeneus%20Lampsacenus/viaf57001696.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.762.1|"Ignatios the Deacon ca. 775-ca. 848"|tlg9012|"PrimaryAuthors/I-K/Ignatios%2C%20the%20Deacon/n96-73709.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.763.1|"Ignatius the Magister Grammaticorum"|tlg9011|"PrimaryAuthors/I-K/Ignatius%20Epigrammatist/IgnatiusEpigrammatist.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.764.1|"Ion Samius 5. Jh. v. Chr"|tlg1446|"PrimaryAuthors/I-K/Ion%20Samius/IonSamius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.765.1|"Ion of Chios"|tlg0308|"PrimaryAuthors/I-K/Ion%20of%20Chios/n95-13863.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.766.1|"Iophon Tragicus 5. Jh. v. Chr"|tlg0311|"PrimaryAuthors/I-K/Iophon/iophon.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.767.1|"Ioulianos Scholastikos fl. 535-555"|tlg4053|"PrimaryAuthors/I-K/Julian%20the%20Antecessor/n98-31840.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.768.1|"Irenaeus Referendarius ca. 6. Jh"|tlg4071|"PrimaryAuthors/I-K/Irenaeus%20Refendarius/viaf27454976.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.769.1|"Isaac I Comnenus, Emperor of the East 1005-1061"|tlg2993|"PrimaryAuthors/I-K/Isaac%2C%20I%20Comnenus%2C%20Emperor%20of%20the%20East/n81-127733.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.770.1|"Isaeus ca. 420-ca. 350 B.C"|tlg0017|"PrimaryAuthors/I-K/Isaeus/n90-621891.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.771.1|"Isidore of Seville, Saint d. 636"|stoa0159|"PrimaryAuthors/I-K/Isidore/n80-139470.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.772.1|"Isidorus Aegeates 1. Jh. v. Chr"|tlg1449|"PrimaryAuthors/I-K/Isidorus%20of%20Aegea/IsidorusAegea.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.773.1|"Isidorus Scholasticus fl.6. Jh"|tlg4052|"PrimaryAuthors/I-K/Isidorus%20Scholasticus/IsidorusScholasticus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.774.1|"Isidorus Tragicus Person der Antike"|tlg0352|"PrimaryAuthors/I-K/Isidorus%20Tragicus/IsidorusTragicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.775.1|"Isocrates"|tlg0010|"PrimaryAuthors/I-K/Isocrates/n78-80925.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.776.1|"Ister Cyrenaeus 3. Jh. v. Chr"|tlg1450|"PrimaryAuthors/I-K/Ister%20Cyrenaeus/viaf12652822.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.777.1|"Isyllus of Epidaurus"|tlg0201|"PrimaryAuthors/I-K/Isyllus/n2004-150785.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.778.1|"Iulius Marathus 1. Jh. v. Chr./1. Jh. n. Chr"|stoa0166a|"PrimaryAuthors/I-K/Julius%20Marathus/JuliusMarathus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.779.1|"Iunius Arulenus Rusticus, Quintus gest. 93 n. Chr"|stoa0159a|"PrimaryAuthors/I-K/Iunius%20Arulenus%20Rusticus%2C%20Quintus/IuniusArulenusRusticus%28Quintus%29.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.780.1|"Jacobus Diaconus 5th century A.D"||"PrimaryAuthors/I-K/Jacobus%20Diaconus/JacobusDiaconus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.781.1|"Jacobus de Voragine ca. 1229-1298"|stoa0160|"PrimaryAuthors/I-K/Jacobus%2C%20de%20Voragine/n50-82383.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.782.1|"Jacopone da Todi 1230-1306"|stoa0160a|"PrimaryAuthors/I-K/Jacopone%20da%20Todi/n79-5585.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.783.1|"Jacques de Vitry ca. 1170-1240"|stoa0160b|"PrimaryAuthors/I-K/Jacques%2C%20de%20Vitry/n85-35238.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.784.1|"Janus Secundus 1511-1536"|stoa0161|"PrimaryAuthors/I-K/Janus%2C%20Secundus/n83-40505.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.785.1|"Jerome Saint d. 419 or 20"|stoa0162|"PrimaryAuthors/I-K/Jerome%2C%20Saint/n79124709.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.786.1|"Joannes Monachus active 10th century"|stoa0162b|"PrimaryAuthors/I-K/Joannes%20Monachus/no2007027096.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.787.1|"Johannes Barbucallus um 550"|tlg4051|"PrimaryAuthors/B/Barbucallus%2C%20Joannes/JohannesBarbucallus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.788.1|"Johannes de Epiphania fl.um 570/93"|tlg4392|"PrimaryAuthors/I-K/Johannes%20de%20Epiphania%20%28Joannes%20Epiphaniensis%29/JohannesEpiphania.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.789.1|"Johannes de Hauvilla 12th cent"|stoa0162a|"PrimaryAuthors/I-K/Johannes%2C%20de%20Hauvilla/n85-356124.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.790.1|"John of Damascus, Saint"||"PrimaryAuthors/I-K/John%2C%20of%20Damascus%2C%20Saint/n80-32173.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.791.1|"John the Prophet, Saint"|tlg2578|"PrimaryAuthors/I-K/John%2C%20the%20Prophet%2C%20Saint/n91-6022.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.792.1|"Jordanes 6th cent"|stoa0163|"PrimaryAuthors/I-K/Jordanes/n85-84093.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.793.1|"Josephus, Flavius"|tlg0526|"PrimaryAuthors/I-K/Josephus%2C%20Flavius/n80-15583.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.794.1|"Julian Emperor of Rome 331-363"|tlg2003|"PrimaryAuthors/I-K/Julian%20the%20Emperor/n79-67875.xml.mads.xml"|""|"stoa0027b.stoa007"|published||feed_aggregator|
urn:cite:perseus:primauth.795.1|"Julian the Egyptian"|tlg4050|"PrimaryAuthors/I-K/Julian%20the%20Egyptian/n91109498.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.796.1|"Julius Montanus d. 27"|phi0938|"PrimaryAuthors/I-K/Julius%20Montanus/nr95021875.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.797.1|"Julius Victor, C. (Gaius) 4th cent"|stoa0166b|"PrimaryAuthors/I-K/Julius%20Victor/n81-141821.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.798.1|"Justinian I, Emperor of the East 483?-565"|stoa0168|"PrimaryAuthors/I-K/Justinian/n79-32202.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.799.1|"Justinus, Marcus Junianus"|stoa0167|"PrimaryAuthors/I-K/Justin/n82-43687.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.800.1|"Juvenal"|phi1276|"PrimaryAuthors/I-K/Juvenal/n79-60985.xml.mads.xml"|"stoa0169"|""|published||feed_aggregator|
urn:cite:perseus:primauth.801.1|"Juvencus, Caius Vettius Aquilinus"|stoa0169a|"PrimaryAuthors/I-K/Juvencus%2C%20Caius%20Vettius%20Aquilinus/n90-656590.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.802.1|"Juventius 2nd cent. B.C"|phi0534|"PrimaryAuthors/I-K/Juventius/nr95-30836.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.803.1|"Kallixeinos von Rhodos ca. 2. Jh. v. Chr"|tlg1240|"PrimaryAuthors/C/Callixenus/viaf45103376.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.804.1|"Labeo, Attius 1st cent. A.D"|phi0908|"PrimaryAuthors/L/Labeo%2C%20Attius/nr95-21126.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.805.1|"Laberius, D. (Decimus) ca. 107-43 B.C"|phi0536|"PrimaryAuthors/L/Laberius/nr95-38999.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.806.1|"Laco Epigrammaticus Person der Antike"|tlg1456|"PrimaryAuthors/L/Laco%20Epigramaticus/laco.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.807.1|"Lactantius Placidus"|stoa0171a|"PrimaryAuthors/L/Lactantius%20Placidus/n80-162328.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.808.1|"Lactantius ca. 240-ca. 320"|stoa0171|"PrimaryAuthors/L/Lactantius/n50-41328.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.809.1|"Laevius"|phi0538|"PrimaryAuthors/L/Laevius/nr95-16540.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.810.1|"Lampridius, Aelius"||"PrimaryAuthors/L/Lampridius%2C%20Aelius/nr93-6584.xml.mads.xml"|""|"phi2331.phi007,phi2331.phi016,phi2331.phi017,phi2331.phi018"|published||feed_aggregator|
urn:cite:perseus:primauth.811.1|"Lamprocles Atheniensis 5. Jh. v. Chr"|tlg0370|"PrimaryAuthors/L/Lamprocles/Lamprocles.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.812.1|"Lamprus"||"PrimaryAuthors/L/Lamprus/lamprus.mads.xml"|""|"tlg0000.tlgLamprus"|published||feed_aggregator|
urn:cite:perseus:primauth.813.1|"Lamynthius Milesius 5. Jh. v. Chr"|tlg0918|"PrimaryAuthors/L/Lamynthius/lamynthius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.814.1|"Laon Comicus 3. Jh. v. Chr"|tlg0469|"PrimaryAuthors/L/Laon%20Comicus/LaonComicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.815.1|"Lasus b. 548 B.C"|tlg0366|"PrimaryAuthors/L/Lasus/no2003-48237.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.816.1|"Laurea, Tullius 1st cent. B.C"|phi0540|"PrimaryAuthors/L/Laurea%20%28M.%20Tullius%29/nr95-22108.xml.mads.xml"|"tlg1743"|""|published||feed_aggregator|
urn:cite:perseus:primauth.817.1|"Lentulus 1st cent. B.C./1st cent. A.D"|phi1282|"PrimaryAuthors/L/Lentulus/nr95-039338.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.818.1|"Lentulus Gaetulicus, Cn. Cornelius (Cneius Cornelius) d. 39"|phi0875|"PrimaryAuthors/L/Lentulus%20Gaetulicus/nr95-21465.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.819.1|"Leo Alabandeus 2. Jh. v. Chr./2. Jh. n. Chr"|tlg2186|"PrimaryAuthors/L/Leo%20Alabandeus/viaf74242228.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.820.1|"Leo Byzantius um 340 v. Chr"|tlg1941|"PrimaryAuthors/L/Leo%20Byzantius/viaf61941553.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.821.1|"Leo Pellaeus 4./3. Jh. v. Chr"|tlg1978|"PrimaryAuthors/L/Leo%20Pellaeus/viaf74242237.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.822.1|"Leo Philosophus"|tlg9016|"PrimaryAuthors/L/Leo%20Philosophus/LeoPhilosophus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.823.1|"Leo VI, Emperor of the East 866-912"|tlg2944|"PrimaryAuthors/L/Leo%2C%20VI%2C%20Emperor%20of%20the%20East/n90-633911.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.824.1|"Leonidas Alexandrinus 1. Jh. n. Chr"|tlg1457|"PrimaryAuthors/L/Leonidas%20Alexandrinus%20%28Julius%20Leonidas%29/LeonidasAlexandrinus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.825.1|"Leonidas of Tarentum fl. ca. 294-ca. 281 B.C"|tlg1458|"PrimaryAuthors/L/Leonidas%20of%20Tarentum/n99-15056.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.826.1|"Leontius Bishop of Neapolis 7th cent"|tlg2913|"PrimaryAuthors/L/Leontius/nr93-7519.xml.mads.xml"|""|"stoa2913.stoa001"|published||feed_aggregator|
urn:cite:perseus:primauth.827.1|"Leontius Scholasticus fl. 540-555"|tlg4062|"PrimaryAuthors/L/Leontius%20Scholasticus/no2005-26238.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.828.1|"Leotrophides"||"PrimaryAuthors/L/Leotrophides/leotrophides.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.829.1|"Leōn Choirosphaktēs d. ca. 919"|tlg3068|"PrimaryAuthors/L/Leontius%20Magister/no2003-032426.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.830.1|"Leucon Comicus 5./4. Jh. v. Chr"|tlg0470|"PrimaryAuthors/L/Leucon%20Comicus/viaf66856250.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.831.1|"Lexiphanes "||"PrimaryAuthors/L/Lexiphanes/Lexiphanes.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.832.1|"Libanius"|tlg2200|"PrimaryAuthors/L/Libanius/n50-52091.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.833.1|"Licentius of Tagaste"|stoa0174b|"PrimaryAuthors/L/Licentius/n2002-24638.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.834.1|"Licinius Imbrex"|phi0091|"PrimaryAuthors/L/Licinius%20Imbrex/nr95-30635.mads.xml"|"stoa0175"|""|published||feed_aggregator|
urn:cite:perseus:primauth.835.1|"Licymnius Chius um 400 v. Chr"|tlg0374|"PrimaryAuthors/L/Licymnius/Licynmius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.836.1|"Limenius Lyricus 2. Jh. v. Chr"|tlg0203|"PrimaryAuthors/L/Limenius/viaf44692678.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.837.1|"Lindinus Poeta 5. bzw. 5./6. Jh. n. Chr"|stoa0175a|"PrimaryAuthors/L/Lindinus/Lindinus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.838.1|"Lipsius, Justus 1547-1606"|stoa0177|"PrimaryAuthors/L/Lipsius%2C%20Justus/n50-51738.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.839.1|"Liudprand Bishop of Cremona d. ca. 972"|stoa0177a|"PrimaryAuthors/L/Liudprand/n80-156035.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.840.1|"Livy"|stoa0179|"PrimaryAuthors/L/Livy/n79-15690.xml.mads.xml"|"phi0914"|""|published||feed_aggregator|
urn:cite:perseus:primauth.841.1|"Lobon of Argos"|tlg2630|"PrimaryAuthors/L/Lobon%20of%20Argos/nr2005-26427.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.842.1|"Lollius Bassus fl.1. Jh. n. Chr"|tlg0143|"PrimaryAuthors/L/Lollius%20Bassus/LolliusBassus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.843.1|"Lollius Urbicus ca. 3. Jh"|stoa0179a|"PrimaryAuthors/L/Lollius%20Urbicus/viaf250904798.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.844.1|"Longinus 1st cent"|tlg0560|"PrimaryAuthors/L/Longinus/n84-160046.xml.mads.xml"|""|""|published||feed_aggregator|
